Loan_ID,Married,CoapplicantIncome,Loan_Status,EMI,EMI_exp,loan_avg,Long_Term_Loan,Medium_Term_Loan,Short_term_Loan,Credit_History_Bad,Rural,Semiurban,Urban,Male,Graduate,self_employed_No,self_employed_Unknown,1,2,3
LP001205,1,8.241966560231802,1,12000.000000000016,1.9059720457433316,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001206,1,0.0,1,9900.000000000013,3.2684054143281647,24750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001207,1,8.146129510025405,0,19800.00002737922,3.268405418847676,82500.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LP001213,1,0.0,0,17485.0,3.5358948432760364,67250.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001222,0,0.0,0,15080.0,3.619779164666346,116000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001225,1,8.432941638968646,0,28380.0,2.7497335529502958,129000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001228,0,7.720905251936779,0,15120.00002090777,2.772277231556247,63000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001233,1,0.0,1,34320.0,3.192558139534884,156000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001238,1,0.0,1,8903.65318750243,1.2540356602116098,31250.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001241,0,0.0,0,17680.0,4.111627906976744,136000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001243,1,8.028455164114252,1,18920.0,3.015620019126554,86000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001245,1,7.53689712956617,1,8730.000000000293,2.328000000000078,24250.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001248,0,0.0,1,8100.000000003095,2.3142857142865987,81000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001250,1,0.0,0,12350.0,2.59726603575184,23750.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001253,1,7.4815557019095165,1,18700.000000000025,2.656250000000003,37400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
LP001255,0,0.0,0,11300.0,3.013333333333333,113000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001256,0,8.46611040118692,0,19360.0,2.2776470588235296,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001259,1,8.014004994779459,0,9900.000000000333,2.461461959224349,36666.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001263,1,8.294299608857235,0,25200.000000000004,3.516115529510256,36000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001264,1,7.681099001536359,1,11700.000000000397,2.127659574468157,26000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001265,0,0.0,1,11100.000000000016,2.886115444617789,111000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001266,1,0.0,1,16000.00000000002,6.680584551148234,80000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001267,1,7.540090320145325,0,18370.0,5.636698373734275,41750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001273,1,7.719129840906732,0,37100.0,4.496969696969697,132500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001275,1,0.0,1,5000.000000581736,1.253761283997426,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001279,0,7.836764783264067,1,13600.000000000018,2.777210537063512,68000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001280,1,7.601402334583733,1,9900.000000000013,1.856366022876432,24750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001282,1,7.6586995582682995,1,10400.000000000013,2.2520571676050265,52000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001289,0,0.0,1,23100.0,2.696707915012841,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001310,1,8.335191583433202,1,19250.0,1.9519367268302577,87500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001316,1,7.972810784121404,1,13100.000000000016,2.23625810856948,65500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001318,1,8.640295388550221,1,18800.000666000476,1.5793011312164376,47000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001319,1,7.507141079727608,1,8100.00000000001,1.5904182210877695,20250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001322,0,0.0,1,12200.000000000016,2.951850955722239,122000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001325,0,0.0,1,2250.07261340142,0.6215670202766354,25000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001326,0,0.0,0,16250.000000000002,2.3960483633146565,125000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001327,1,7.741967899820685,1,13700.000000000018,2.8625156707062303,68500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001333,1,6.905753276311464,1,5000.000000000006,1.6812373907195717,25000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001334,1,0.0,1,10350.001897452008,2.47134715793983,115000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001343,1,8.17244681834278,1,13100.000000000016,2.47169811320755,65500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001345,1,8.090708716083997,1,11970.002194444496,1.5852207912123557,33250.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001349,0,8.244596756382498,1,16610.0,1.9204532315874667,75500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001350,1,0.0,1,13450.000000000016,0.9853479853479864,134500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001356,1,8.18423477409482,1,13450.000000000016,1.6332726168791762,67250.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001357,1,6.626717749249025,1,17600.0,3.851203501094092,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001367,1,6.93828448401696,1,10000.000000000013,2.4497795198432173,33333.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001369,1,7.027314514039777,1,24750.0,1.9732121502033009,56250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001370,0,0.0,0,12000.000000000016,1.636438019909998,120000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001379,1,8.188966863648876,0,30240.000000000004,4.086486486486487,54000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001384,1,6.626717749249025,1,9400.0,3.327433628318584,18800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001385,0,0.0,1,13600.000000000018,2.558314522197144,136000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001387,1,7.755338812846501,1,13900.000000000016,2.6415811478525306,69500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001391,1,8.32239411311117,0,21280.000000000004,2.7686703096539165,76000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001392,0,0.0,1,11475.000000000386,1.540061736679692,63750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001398,0,0.0,1,11800.000000000016,2.33663366336634,118000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LP001401,1,0.0,1,18500.000655372805,1.2686004700934517,92500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001404,1,7.7336835707759,1,16940.0,3.108256880733945,77000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001405,1,7.243512974665482,1,8500.000000000011,2.353266888150612,28333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001421,1,7.669961995473577,0,19250.0,2.496757457846952,87500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001422,0,0.0,1,28490.0,2.7373174481168334,259000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001426,1,7.889084407035514,1,19800.0,2.375809935205184,90000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001430,0,0.0,1,4400.0000000000055,1.0561689870379274,44000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001431,0,9.10286651367095,1,17810.0,1.6020509130161014,68500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001432,1,0.0,1,8100.00000000001,2.739262766317217,27000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001439,1,7.608374474380783,1,21340.0,3.3797909407665507,97000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LP001443,0,0.0,1,9300.000000000013,2.518959913326114,93000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001448,1,0.0,1,40700.0,1.7098685039700878,92500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001449,0,7.403061091090091,1,13450.000000000016,2.4432334241598577,67250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001451,1,8.25608813381491,0,19200.00002654955,1.336768086510447,53333.333333333336,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001465,1,7.851661177889265,0,25480.000000000004,2.9460053185339348,91000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001469,0,0.0,1,65000.0,3.223247049489239,650000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001473,0,7.5652752818989315,1,7400.000000000009,1.876743596246515,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001478,0,0.0,1,7000.000000000008,2.5754231052244325,70000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001482,1,0.0,1,2000.1950840203672,0.5782581913906815,25000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001487,0,0.0,1,10200.000000000013,2.0837589376915244,102000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001488,1,8.955577146281511,0,31900.0,2.7148936170212763,58000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001489,1,0.0,0,8400.000000000011,1.8328605716779427,84000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001491,1,8.160803920954665,1,7920.000000000266,1.1619718309859544,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
LP001492,0,0.0,0,33880.0,2.2588172544836325,242000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001493,1,7.266128779556451,0,12900.000000000016,2.291296625222028,32250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001497,1,7.642044402873258,0,20350.0,2.856140350877193,46250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001498,0,0.0,1,18480.0,3.4114823703156727,168000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001504,0,0.0,1,15750.00288742697,2.2661874658168304,175000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LP001507,1,7.618251097876695,1,12200.000000000016,2.5781910397295045,61000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001508,1,0.0,1,18700.000662457915,1.590541861228027,62333.333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001514,1,8.408939605975984,1,10000.000000000013,1.4671361502347438,50000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LP001516,1,0.0,1,7000.000000000008,0.4708731333243648,23333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001518,1,7.262628600974241,1,3000.000000000004,1.0124873439082025,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
