Loan_ID,Married,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Status,Loan_Amount_Term_org,total_hh_inc,total_pp_hh,avg_inc_hh_d,interest_rate,EMI,EMI_exp,loan_exp,EMI_avg,loan_avg,Long_Term_Loan,Medium_Term_Loan,Short_term_Loan,Very_Long_Term_Loan,Credit_History_Bad,Credit_History_Good,Rural,Semiurban,Urban,Female,Male,Graduate,Not Graduate,self_employed_No,self_employed_Unknown,self_employed_Yes,0,1,2,3
LP001043,1,7660,0.0,104000.0,0,360.0,7660.0,1,7660.0,0.13,13520.000000000002,1.7650130548302874,13.577023498694517,13520.000000000002,104000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001046,1,5955,5625.0,315000.0,1,360.0,11580.0,3,3860.0,0.11,34650.0,2.9922279792746114,27.202072538860104,11550.0,105000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001047,1,2600,1911.0,116000.0,0,360.0,4511.0,2,2255.5,0.13,15080.0,3.3429394812680115,25.71491908667701,7540.0,58000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001050,1,3365,1917.0,112000.0,0,360.0,5282.0,4,1320.5,0.13,14560.0,2.756531616811814,21.204089360090876,3640.0,28000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001052,1,3717,2925.0,151000.0,0,360.0,6642.0,3,2214.0,0.14,21140.000000000004,3.182776272207167,22.73411623005119,7046.666666666668,50333.333333333336,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001066,1,9560,0.0,191000.0,1,360.0,9560.0,1,9560.0,0.1,19100.000000000025,1.9979079497907977,19.97907949790795,19100.000000000025,191000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001068,1,2799,2253.0,122000.0,1,360.0,5052.0,2,2526.0,0.1,12200.000000000015,2.414885193982584,24.14885193982581,6100.000000000007,61000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001073,1,4226,1040.0,110000.0,1,360.0,5266.0,4,1316.5,0.1,11000.000000000013,2.08887200911508,20.888720091150777,2750.000000000003,27500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001086,0,1442,0.0,35000.0,0,360.0,1442.0,1,1442.0,0.1,3500.000000000004,2.4271844660194204,24.271844660194176,3500.000000000004,35000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001087,0,3750,2083.0,120000.0,1,360.0,5833.0,4,1458.25,0.1,12000.000000000015,2.0572604148808527,20.5726041488085,3000.0000000000036,30000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
LP001091,1,4166,3369.0,201000.0,0,360.0,7535.0,3,2511.6666666666665,0.14,28140.000000000004,3.7345719973457205,26.675514266755144,9380.000000000002,67000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LP001095,0,3167,0.0,74000.0,0,360.0,3167.0,1,3167.0,0.1,7400.000000000009,2.336596147773921,23.365961477739184,7400.000000000009,74000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001097,0,4692,0.0,106000.0,0,360.0,4692.0,2,2346.0,0.09,9540.00000000032,2.0332480818415006,22.59164535379369,4770.00000000016,53000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001098,1,3500,1667.0,114000.0,1,360.0,5167.0,2,2583.5,0.1,11400.000000000015,2.2063092703696565,22.063092703696537,5700.000000000007,57000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001100,0,12500,3000.0,320000.0,0,360.0,15500.0,5,3100.0,0.11,35200.0,2.270967741935484,20.64516129032258,7040.0,64000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001106,1,2275,2067.0,134500.0,1,360.0,4342.0,2,2171.0,0.1,13450.000000000016,3.0976508521418737,30.9765085214187,6725.000000000008,67250.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001109,1,1828,1330.0,100000.0,0,360.0,3158.0,2,1579.0,0.13,12999.999999999998,4.1165294490183655,31.665611146295124,6499.999999999999,50000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001112,1,3667,1459.0,144000.0,1,360.0,5126.0,2,2563.0,0.1,14400.000000000016,2.809207959422555,28.092079594225517,7200.000000000008,72000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001114,0,4166,7210.0,184000.0,1,360.0,11376.0,2,5688.0,0.11,20240.0,1.7791842475386779,16.17440225035162,10120.0,92000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001116,0,3748,1668.0,110000.0,1,360.0,5416.0,2,2708.0,0.1,11000.000000000013,2.03101920236337,20.31019202363368,5500.000000000006,55000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001119,0,3600,0.0,80000.0,0,360.0,3600.0,1,3600.0,0.1,8000.00000000001,2.222222222222225,22.22222222222222,8000.00000000001,80000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001120,0,1800,1213.0,47000.0,1,360.0,3013.0,2,1506.5,0.1,4700.0000000000055,1.5599070693660821,15.599070693660803,2350.0000000000027,23500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001123,1,2400,0.0,75000.0,1,360.0,2400.0,1,2400.0,0.1,7500.00000000001,3.125000000000004,31.25,7500.00000000001,75000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001131,1,3941,2336.0,134000.0,1,360.0,6277.0,2,3138.5,0.1,13400.000000000016,2.134777760076472,21.347777600764697,6700.000000000008,67000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001136,1,4695,0.0,96000.0,1,360.0,4695.0,1,4695.0,0.09,8640.000000000291,1.8402555910543752,20.447284345047922,8640.000000000291,96000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001137,0,3410,0.0,88000.0,1,360.0,3410.0,1,3410.0,0.1,8800.000000000011,2.5806451612903256,25.806451612903224,8800.000000000011,88000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001138,1,5649,0.0,44000.0,1,360.0,5649.0,2,2824.5,0.1,4400.0000000000055,0.7788989201628617,7.788989201628607,2200.0000000000027,22000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001144,1,5821,0.0,144000.0,1,360.0,5821.0,1,5821.0,0.11,15840.0,2.7211819275038653,24.738017522762412,15840.0,144000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001146,1,2645,3440.0,120000.0,0,360.0,6085.0,2,3042.5,0.13,15600.0,2.563681183237469,19.72062448644207,7800.0,60000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001151,0,4000,2275.0,144000.0,1,360.0,6275.0,2,3137.5,0.1,14400.000000000016,2.2948207171314765,22.948207171314742,7200.000000000008,72000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001155,1,1928,1644.0,100000.0,1,360.0,3572.0,2,1786.0,0.1,10000.000000000013,2.7995520716685367,27.99552071668533,5000.000000000006,50000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001157,0,3086,0.0,120000.0,1,360.0,3086.0,1,3086.0,0.1,12000.000000000015,3.888528839922234,38.8852883992223,12000.000000000015,120000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001164,0,4230,0.0,112000.0,0,360.0,4230.0,1,4230.0,0.1,11200.000000000015,2.6477541371158426,26.47754137115839,11200.000000000015,112000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001179,1,4616,0.0,134000.0,0,360.0,4616.0,3,1538.6666666666667,0.1,13400.000000000016,2.9029462738301595,29.02946273830156,4466.666666666672,44666.666666666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001186,1,11500,0.0,286000.0,0,360.0,11500.0,2,5750.0,0.13,37180.0,3.2330434782608695,24.869565217391305,18590.0,143000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001194,1,2708,1167.0,97000.0,1,360.0,3875.0,4,968.75,0.1,9700.000000000013,2.503225806451616,25.032258064516128,2425.000000000003,24250.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001195,1,2132,1591.0,96000.0,1,360.0,3723.0,2,1861.5,0.1,9600.000000000013,2.5785656728444835,25.785656728444803,4800.000000000006,48000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001197,1,3366,2200.0,135000.0,0,360.0,5566.0,2,2783.0,0.1,13500.000000000016,2.4254401724757484,24.254401724757457,6750.000000000008,67500.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001198,1,8080,2250.0,180000.0,1,360.0,10330.0,3,3443.3333333333335,0.11,19800.0,1.9167473378509197,17.424975798644724,6600.0,60000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001199,1,3357,2859.0,144000.0,1,360.0,6216.0,4,1554.0,0.11,15840.0,2.548262548262548,23.166023166023166,3960.0,36000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001205,1,2500,3796.0,120000.0,1,360.0,6296.0,2,3148.0,0.1,12000.000000000015,1.9059720457433313,19.05972045743329,6000.000000000007,60000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001206,1,3029,0.0,99000.0,1,360.0,3029.0,4,757.25,0.1,9900.000000000011,3.2684054143281647,32.684054143281614,2475.0000000000027,24750.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001207,1,2609,3449.0,165000.0,0,180.0,6058.0,2,3029.0,0.12,19800.00002737922,3.268405418847676,27.23671178606801,9900.00001368961,82500.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LP001213,1,4945,0.0,134500.0,0,360.0,4945.0,2,2472.5,0.13,17485.0,3.5358948432760364,27.199191102123358,8742.5,67250.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001222,0,4166,0.0,116000.0,0,360.0,4166.0,1,4166.0,0.13,15080.0,3.6197791646663466,27.84445511281805,15080.0,116000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001225,1,5726,4595.0,258000.0,0,360.0,10321.0,2,5160.5,0.11,28380.0,2.7497335529502953,24.997577754093594,14190.0,129000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001228,0,3200,2254.0,126000.0,0,180.0,5454.0,2,2727.0,0.12,15120.00002090777,2.772277231556247,23.102310231023104,7560.000010453885,63000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001233,1,10750,0.0,312000.0,1,360.0,10750.0,2,5375.0,0.11,34320.0,3.1925581395348837,29.023255813953487,17160.0,156000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
LP001238,1,7100,0.0,125000.0,1,60.0,7100.0,4,1775.0,0.07,8903.65318750243,1.2540356602116098,17.6056338028169,2225.9132968756076,31250.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001241,0,4300,0.0,136000.0,0,360.0,4300.0,1,4300.0,0.13,17680.0,4.111627906976744,31.627906976744185,17680.0,136000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001243,1,3208,3066.0,172000.0,1,360.0,6274.0,2,3137.0,0.11,18920.0,3.015620019126554,27.41472744660504,9460.0,86000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001245,1,1875,1875.0,97000.0,1,360.0,3750.0,4,937.5,0.09,8730.000000000293,2.328000000000078,25.866666666666667,2182.500000000073,24250.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001248,0,3500,0.0,81000.0,1,300.0,3500.0,1,3500.0,0.1,8100.000000003095,2.3142857142865987,23.142857142857142,8100.000000003095,81000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001250,1,4755,0.0,95000.0,0,360.0,4755.0,4,1188.75,0.13,12350.0,2.59726603575184,19.978969505783386,3087.5,23750.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001253,1,5266,1774.0,187000.0,1,360.0,7040.0,5,1408.0,0.1,18700.000000000022,2.656250000000003,26.5625,3740.0000000000045,37400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001255,0,3750,0.0,113000.0,0,480.0,3750.0,1,3750.0,0.1,11300.0,3.013333333333333,30.133333333333333,11300.0,113000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001256,0,3750,4750.0,176000.0,0,360.0,8500.0,2,4250.0,0.11,19360.0,2.2776470588235296,20.705882352941178,9680.0,88000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001259,1,1000,3022.0,110000.0,0,360.0,4022.0,3,1340.6666666666667,0.09,9900.000000000333,2.461461959224349,27.349577324714073,3300.000000000111,36666.666666666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001263,1,3167,4000.0,180000.0,0,300.0,7167.0,5,1433.4,0.14,25200.000000000004,3.5161155295102557,25.115110925073253,5040.000000000001,36000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LP001264,1,3333,2166.0,130000.0,1,360.0,5499.0,5,1099.8,0.09,11700.000000000395,2.127659574468157,23.64066193853428,2340.000000000079,26000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001265,0,3846,0.0,111000.0,1,360.0,3846.0,1,3846.0,0.1,11100.000000000015,2.8861154446177886,28.861154446177846,11100.000000000015,111000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001266,1,2395,0.0,160000.0,1,360.0,2395.0,2,1197.5,0.1,16000.00000000002,6.680584551148234,66.80584551148226,8000.00000000001,80000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001267,1,1378,1881.0,167000.0,0,360.0,3259.0,4,814.75,0.11,18370.0,5.636698373734275,51.2427124884934,4592.5,41750.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
LP001273,1,6000,2250.0,265000.0,0,360.0,8250.0,2,4125.0,0.14,37100.0,4.496969696969697,32.121212121212125,18550.0,132500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LP001275,1,3988,0.0,50000.0,1,240.0,3988.0,2,1994.0,0.1,5000.000000581736,1.2537612839974261,12.537612838515546,2500.000000290868,25000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
